area_id,archetype,region,region_position_km,population,poverty_incidence_pct,elevation_m,distance_to_coast_km,avg_annual_rainfall_mm,historical_typhoon_frequency,landslide_susceptibility,infrastructure_condition_index,grid_redundancy_index,road_network_connectivity_index,water_backup_supply,hospital_backup_power_hours
22,urban,region_2,226.3710886318894,315106,11.932681503246176,42.50485816799557,9.320571162403201,2501.4537500575175,1.1287834803066632,0.1128628467979104,0.5433041272955397,0.5288147515672468,0.5190848629614837,0.4124332150594419,22.20924902219027
23,mountain,region_1,252.73650043580022,3322,46.00068588209204,234.92386616511106,110.5722656427694,2637.26834256949,0.6886693561795009,0.6323643240650625,0.3754523351175256,0.23607129641357588,0.2876653998343245,0.16527183204867846,13.4555974671831
24,inland_flood,region_2,260.71613588310083,25386,17.165716946863814,69.48689441545115,66.3791450856796,2308.645333753235,0.8238789390088169,0.19770916321428159,0.5057196808465976,0.3515306016960081,0.30357698346583334,0.4953375575087806,24.205096499484128
25,coastal_high,region_4,10.92905870486499,386094,50.06250384536543,63.857122813172545,0.2014082759525041,2073.7642796039872,1.948325660795256,0.22018370300652518,0.4264570130236023,0.4532626861376672,0.4923993784298959,0.48614066295503683,24.909012659238073
26,coastal_mod,region_1,166.85708903933678,64869,14.785466808870826,32.264490846808656,5.022146712317116,2429.1899586052705,1.4741642532859913,0.22834380378341096,0.4884125096014291,0.3523999832634858,0.48598253327970675,0.38430206346430734,21.568396362421247
27,coastal_high,region_4,64.88079293926543,69321,50.4458939338317,31.950024559164206,2.7718117343155764,2211.4226733118116,2.153322072254286,0.17478868803605813,0.4215607522364679,0.3368647239077579,0.40265124800457014,0.401846037500306,22.551920909139273
28,coastal_high,region_2,258.103767234535,33622,29.63094784333751,20.06000105354421,2.868371171879871,2065.072594786859,2.214402441462435,0.05050313989494616,0.522588284292621,0.48023654106657043,0.43070472054762965,0.44061943370157736,27.644118886198836
29,inland_flood,region_5,194.51930556100834,3823,43.511962032073995,99.40248844789771,78.09928664020117,2071.6298416560667,1.706136422938694,0.1699570217916217,0.40532468590988674,0.36499378528709,0.3468634305466887,0.3155132711758605,10.113086395538376
30,inland_flood,region_4,126.06674370973144,6261,22.816903895296985,34.21399053917139,58.74997275607622,2068.561500023424,0.9533316456702408,0.17834910559498704,0.39852748528074616,0.3448672170201975,0.4496188217679471,0.27663856498686334,21.983472559476414
31,urban,region_2,56.43126843640539,579357,8.481775130039704,0.348971190208903,9.499302721872976,2116.0037358897453,1.48148428667091,0.21260963690317836,0.5217887583725902,0.25084824638228087,0.41815465376451577,0.3832084293863044,9.53780607369496
32,coastal_high,region_3,101.70708777594794,17840,39.03387679268232,8.67583652763682,1.657395200331881,2887.0233650510663,2.4156248798007938,0.22162776364911424,0.5390981407243985,0.509909863275586,0.4717773775947891,0.4460293847290084,29.087148722212827
33,coastal_mod,region_1,211.13330836206737,12589,39.33862795042323,28.994318819586578,4.860426873213514,2505.748211171787,1.3811430126907178,0.19597069600717237,0.4389157059702295,0.42333723155531633,0.41310319473611284,0.4286474977157989,20.10903150300887
34,coastal_mod,region_1,61.30786356349164,19292,45.088024248992426,40.117001475480635,4.896943443065285,2714.4052687177955,1.4821397394635114,0.12131267902601718,0.6166075726522972,0.5726445266647889,0.5461373672429924,0.5196121396839,35.96005348243992
35,coastal_high,region_5,28.074883601511825,13962,35.52642141057172,17.98528779631525,0.127224805565066,2123.8628006776657,2.206209457078728,0.09884747888581685,0.5542424246375095,0.510591433373942,0.48706372737084064,0.44330442361643363,26.494865602679077
36,coastal_high,region_5,266.4086274682653,12039,29.237939222952047,17.68546343938146,0.2666138578002626,3200.80649818009,2.2607675187134437,0.17699634528748473,0.5758276199022742,0.4685792213684331,0.3716971177107394,0.5078785363817978,29.321538636803915
37,coastal_mod,region_1,229.26310487403504,21154,20.171269657673456,88.3018479280277,4.955332574113995,2858.809021393452,1.2240449631955588,0.11186856676424647,0.5835582928271794,0.4835450311041147,0.5354383840534214,0.5270552969125859,23.89069890659696
38,coastal_high,region_2,59.938479197439776,16278,31.43387512772986,10.096894755198573,0.942649290115456,2453.5079934191863,2.051736607126053,0.22392715223540408,0.39481212309608704,0.27537119600761556,0.4009665924146211,0.3320739104195252,14.04080768819986
39,inland_flood,region_1,87.6934630289975,9968,12.922377711522866,69.84722288686852,38.085529100594044,1499.4524950780471,1.0050766759849228,0.0659501148385668,0.4387104913807912,0.44277947757207975,0.5388716771825816,0.4484974952456156,27.067001317829096
40,coastal_mod,region_2,291.6210531392657,11790,25.830414788250273,10.480840469642114,1.5475251145197584,1715.7753804258086,0.8084289068447018,0.17852110324282944,0.5357263059020317,0.49126620121002057,0.5322514563708572,0.5061590234198382,28.411579776462403
41,mountain,region_2,212.4553460277352,15837,56.4992438095875,1716.2600974863444,126.12839633209065,2169.074309533144,1.3488218369295975,0.7449236447638832,0.3511004842386758,0.26891004485634007,0.24883355863769793,0.257836622456912,8.83798246246673
42,inland_flood,region_2,183.1566012641474,14977,36.67450074911905,83.38293476772117,77.85971022323778,2604.2424770922266,1.6482574053997388,0.14106802522063952,0.45513780005112486,0.42292849806553423,0.3921778422017452,0.4542393865914384,17.89058379543573
43,coastal_high,region_3,92.2885456272391,30923,41.36249730641016,95.67377356064088,1.8832740095899072,2606.8320000812714,2.2511050779774147,0.1053578454147536,0.22824564881539325,0.22473092913570247,0.36653665373510286,0.2924175781904755,16.416912321001305
44,mountain,region_1,89.73754324995667,16936,44.029381968294345,389.02278005217704,143.45038747277064,2091.4079416240934,1.0996407531753014,0.6034725458176624,0.5305298416651778,0.3858231760951301,0.5208257159196739,0.4750170436430819,39.071022220865046
45,mountain,region_5,11.85708560706914,8709,44.45788476026382,3069.569906620654,136.06609878124652,2057.2988708213516,1.224317301015149,0.7252007423401934,0.3767444598393364,0.35081070803363407,0.45897733885070724,0.3064212222151121,20.216883080881423
46,coastal_mod,region_4,218.54456007057942,17630,18.350280390246887,18.382468569196845,1.7434158274642497,1737.047186247973,1.0025990781265193,0.12461588450755165,0.5193577170465199,0.36909805302014276,0.3797324485575437,0.3333036394850385,25.067313742016047
47,coastal_high,region_4,12.952567517065361,55459,25.269305746494435,19.236156182409058,0.4605777035306141,2949.830411872156,2.4784833835853273,0.20591127503239637,0.652075580849713,0.5553544989467295,0.5053177684772677,0.6144475955091288,38.7689344905634
48,inland_flood,region_1,1.4572013331837108,30778,27.009868776516395,19.837948538656157,32.6952071317168,1972.3793765842747,0.8720680616697325,0.11119181016476642,0.44582689379429863,0.32579519957922004,0.37133493096394393,0.44170322030141024,15.112536847123511
49,coastal_high,region_4,218.84852635829375,31813,37.40201187998366,94.84650156493171,0.2886281515967246,3439.931803904973,2.8872172689450535,0.1742382368202382,0.5219673859838146,0.5157358529424483,0.40014228650456096,0.42999208059341165,26.298913810799746
50,coastal_high,region_5,284.6621271447376,39048,40.83520441886252,34.87251215678141,1.748637500960876,2851.28375857058,2.1435221290003916,0.0859761788269289,0.5132049102224902,0.430985009955007,0.39280072139390965,0.5179258507303214,21.125304670488347
51,coastal_high,region_1,226.95091431819316,17968,41.862674495386074,35.1481512335727,0.8479501285126887,2931.974526422908,2.4724546669514984,0.1746052277046568,0.456222624908359,0.4428916399525598,0.3913761614512444,0.356119289027568,20.29649164252562
52,inland_flood,region_4,141.4920571873136,9058,50.17852302772273,31.98795084160217,74.77500168508578,1927.3685507771966,0.9464761208919601,0.03865449961690097,0.5520997563226872,0.5354517606455109,0.5332696917875527,0.5846418872836242,28.893293818518572
53,inland_flood,region_2,145.8135748682619,33366,22.915425053976243,4.718832657596738,56.804466393634144,1672.6908985479536,1.659007826899134,0.2548443979742667,0.49903656219511355,0.4270858345041524,0.49462099053878117,0.5567739109618807,29.586524511751325
54,inland_flood,region_4,130.84092679473162,25743,25.184376727806356,49.574088922143666,41.576633346123884,1737.925705901246,0.8462949348883284,0.14378275333517956,0.48025917994186756,0.5854123052113209,0.5018997690226598,0.36987105945652443,36.980361209518676
55,inland_flood,region_3,97.39310013310009,25958,25.519019898302485,42.066087381968856,79.07843791786289,1589.2259168332755,1.3495266361982168,0.010984461518464522,0.5582570000121778,0.43158423440326443,0.33048891694563837,0.4898176052302782,27.810575885981343
56,coastal_mod,region_5,156.51426425575207,27575,46.167439902581854,6.187540271906665,7.625555967134963,2518.6381519363317,1.5880033647355838,0.11421688691021106,0.42191295310688515,0.3149530421360773,0.2778439227173472,0.29844065757186267,8.363688219323425
57,coastal_mod,region_1,129.3452871423345,22855,41.13853701438676,32.711437769998426,6.228921882473602,2065.2796844639397,1.521292988499248,0.10676860809343068,0.5701983412239435,0.4749695244392509,0.4606220204247132,0.4659062999839477,24.796666049549778
58,coastal_high,region_2,179.4503640122324,67966,28.774281579553396,26.230611701023168,2.3750510263189044,2981.0002158368266,2.268702220313432,0.11765150583050102,0.49377276981239815,0.445087165658556,0.42466986214197416,0.40949160420942926,29.054894573504797
59,coastal_high,region_2,269.43602415032836,84254,36.86082593158826,36.630410311299826,2.9318103945734695,2654.3657609230254,1.9998962446909414,0.13238574838356876,0.5025102572353118,0.4212334992840825,0.30737668763423087,0.4081079301385927,19.481842478700433
60,inland_flood,region_2,298.50282519714307,37383,18.790573099696743,5.799504162875866,56.02737335839762,1912.1544932688662,0.22418310686977683,0.11696695830243946,0.3437301660304525,0.25478934259806707,0.24237056913187807,0.24732262288519916,13.977172320249473
61,coastal_mod,region_2,23.622986964875135,20320,18.41408747860733,13.195633409848611,7.040158794654836,1790.6390077610076,1.7223176325384844,0.10940195718432574,0.49320729345671654,0.41472005578446525,0.39920892118582335,0.37552681730563897,30.747359344872535
62,coastal_mod,region_2,115.40504179840242,66809,23.170273950023965,20.64534336451993,0.5186217783999254,2305.571456536937,1.2533482668967146,0.09241406221317694,0.4989724133665965,0.4107158580679633,0.4684279342864845,0.363695653539768,22.51933570144793
63,inland_flood,region_1,54.21185873004284,21650,47.707357770586825,145.6302409341605,53.24375116725933,1934.4100950659615,1.3508800431046089,0.19354570929765494,0.4963151907728441,0.3847126378773392,0.37128783195407716,0.28705980128662045,20.30960261931268
64,inland_flood,region_4,105.6361421776601,29908,43.824000302707724,143.7041885920268,50.15098036809948,2270.655178386626,1.1055093303746995,0.21248053355538693,0.5855848428981516,0.41255918108402956,0.44386868898942017,0.4640125033321314,22.661561693554287
65,coastal_mod,region_3,86.2419055645269,27602,24.243448263508018,55.80448085605969,0.301790897766792,1949.6062634435405,1.7600770343060361,0.1382125219489102,0.5395265613668689,0.473761263395029,0.4581883054749872,0.48527200602414056,24.88212238690085
66,coastal_mod,region_5,52.36113948803649,26838,26.23679564924606,32.235815177861944,0.6956158825930645,2415.6377207239625,1.640567756032842,0.14966186526987088,0.5187015619767763,0.4814926508647271,0.5090681322483542,0.6714315838243152,31.771451544209317
67,coastal_high,region_4,229.22281602638714,18728,24.162558880211332,56.97142506472044,0.06551677205061945,3256.339366489015,1.46059144585624,0.09464435209028055,0.31062532985599284,0.2537970500637543,0.313821200635494,0.28961038920658344,8.518357607220818
68,coastal_high,region_1,148.88662284877074,68269,29.445670520215785,30.48773071333552,0.8820450134593391,2709.022365863888,2.3844686848743994,0.1540652490341006,0.4097201333123299,0.3370400731740017,0.38598184430369276,0.4436026119019738,26.531233754726575
69,coastal_mod,region_1,275.77367466516773,214536,26.85897555432656,91.31169019933843,0.42808983613021123,2474.8520084596585,1.2968973543156546,0.1630382751877898,0.49969425040087884,0.5208303550428159,0.45371676780783055,0.45030405501228504,25.864648813653947
70,coastal_high,region_3,9.777732974104348,25917,40.14470553694869,34.63385490025231,1.2694790542824048,2828.7560984710317,2.549503356180453,0.13961421325701528,0.4244275248109625,0.5185100071968396,0.4599217365035583,0.5860435412020376,40.033851670098464
71,coastal_mod,region_3,20.093403939596975,23313,31.840732968796313,7.30972001101291,6.50197129098334,2864.3320195811325,1.57736224854104,0.16992703655649743,0.4133261363638686,0.3598907910791172,0.3336034854775886,0.36620962337981827,20.34300564615399
72,mountain,region_2,120.98207487910322,6623,18.251074051870155,69.1446591633698,103.65957701237792,2585.7802108469145,1.0808907113896822,0.7166016511834236,0.4631818148840434,0.3883469017717227,0.42663094182079125,0.3573397146816328,22.171043513059324
73,coastal_high,region_4,24.083196121211138,23406,24.28511378903361,17.747879510495505,2.0213697368899037,2879.983540694204,2.118327161287525,0.09759237096807838,0.38682330201608317,0.30093446182028677,0.3763782019706145,0.2605341301683588,10.910788628913705
74,coastal_high,region_3,78.81887892445005,145801,45.26947476252754,46.69889568470337,0.09452006132890767,2585.4895885936176,1.9262181423676628,0.21044001159310874,0.49147370902775983,0.46225935288750064,0.4161505046304993,0.515883768347675,28.74491304131964
75,coastal_high,region_4,295.8089229229871,19817,38.76870226211027,15.597857847533307,2.518579080767602,2290.2445857268963,2.0701339123088425,0.13988076459799267,0.45590321982500265,0.4607530405169718,0.40197688747868726,0.5713870084987652,30.922818883586295
76,coastal_high,region_1,62.687882245384216,23702,33.48459756719083,64.67334661442736,0.4385711381489722,2116.7297257275322,1.6600323215407156,0.23486937783850625,0.5828896763481343,0.5106020310778471,0.5527555555660609,0.4537319124149821,33.18508309943522
77,inland_flood,region_5,59.43532242362721,5064,40.35364966030365,116.63452921774395,38.15905256194922,2380.0772196910025,0.8228968796360063,0.1729882182410905,0.5691783445836199,0.4891421405120716,0.5089414934424,0.5530039208159285,28.927446911036917
78,coastal_mod,region_2,172.0922006387127,12014,26.548546554993695,101.33427536656959,4.134351159467092,1847.074220030111,0.9607522701381703,0.250255787166842,0.5043297088330039,0.44231503237806,0.3658122454635735,0.4914747293853652,22.129837563091883
79,inland_flood,region_3,149.39948723794703,4597,45.476115549890736,48.44777082051574,75.79960586078951,2223.7593499350296,0.5686777588726568,0.20958059136185922,0.3708522079875712,0.47920264936209184,0.2346568598233107,0.39621367060248264,24.971131173854282
80,inland_flood,region_3,174.13148916085345,29894,38.84342313740996,27.822011184359017,79.88895010240776,2124.8049891151286,1.034943654167863,0.16182873479479504,0.496326462511253,0.49975269328619376,0.41668214512688234,0.45659365144442843,30.501352867562876
81,coastal_mod,region_5,113.020583462564,206851,27.494221970970212,15.006821629363982,6.261285468971279,2521.224870713506,1.5602146818511882,0.1140977656855563,0.5691676914241433,0.47476874929171675,0.4755322775424592,0.5556244353587348,29.450359973418053
82,mountain,region_2,248.02870796848413,7115,68.72661989768606,1483.0240120406106,117.51770684729631,2142.6439887083907,0.8904619559474353,0.6899347008791781,0.4618889414885534,0.4169773841919681,0.3553240253392491,0.3011436093021721,23.503036742796446
83,coastal_high,region_2,41.57416543273885,8102,35.99740224326503,4.860688605696872,1.5830469921360952,2283.7080342067156,2.0503628507984795,0.1767336959067394,0.5572061233070309,0.600117471757027,0.5616600085168584,0.5628071013946153,38.52714452343713
84,coastal_high,region_2,128.5177937524397,81633,49.45061235906401,5.239312772340819,1.9968820139974859,2751.348735239903,1.9157775513283224,0.15724467182233925,0.5624124048653681,0.4788176731178636,0.4454327261682287,0.6282991689216679,31.07347547334659
85,coastal_high,region_2,206.9285545332261,18878,47.95731125555672,14.801971123857633,0.4332725262850612,2483.0633307169946,2.1048421022905868,0.1207983421542613,0.5064125949616232,0.4568949237506715,0.4556449782809688,0.32534451815806487,34.67703121542168
86,inland_flood,region_1,260.4709320848699,50994,23.201817535862975,79.00684886882816,36.15176723449096,1630.6914990181165,0.7533330876316763,0.19298554775731114,0.5844997515057211,0.5492286115743638,0.6584306904666694,0.5993991584271928,32.40494269877538
87,coastal_mod,region_1,110.8714819070273,17577,26.300614027872033,20.963054630352215,7.877142907976676,2878.483939819121,1.3811507773636065,0.15229213493303007,0.38753210681966405,0.35703898950707885,0.35332709307904964,0.3655146157559819,15.035273673377183
88,coastal_high,region_2,170.32367972812582,20565,54.292338725495156,53.97272223242857,2.9388450694366153,2283.4367336149817,1.7435404677763287,0.19286080895109184,0.4561510081953738,0.4610785554216829,0.47278835852157425,0.4258632769400416,29.67669184343975
89,coastal_mod,region_3,20.741983502178453,19103,27.949046865414733,102.33375279966293,2.583779157302504,1852.228550805245,1.6103952734617182,0.1029524847634967,0.5690304015993496,0.46304546186800694,0.49464082678610494,0.5564999439335312,30.75187650534378
90,coastal_high,region_2,51.095726433548684,71825,39.61333331819391,0.8025113898303416,0.723145717714678,2503.145692728249,2.0298906633772926,0.19998711876943304,0.5838277428960623,0.5224381460055446,0.5630839614624845,0.6262640601311127,45.72401137437987
91,inland_flood,region_2,20.741448739834347,15033,27.637258044601314,93.66920636405327,33.77108448904511,2375.857570747374,1.1128770700847015,0.17662962803765958,0.5131184777624433,0.46246068451294464,0.4622648198300009,0.37135261466674296,23.1090647560668
92,coastal_mod,region_4,218.36426759955657,14803,38.925275526714955,26.107480564255376,3.8789150680335966,1441.6427349067344,1.6661665986893575,0.2103188188846426,0.47855005316643257,0.4686726693058888,0.342414390301771,0.3608511133952457,24.091751451361024
93,coastal_mod,region_2,86.4179906166422,18787,25.596246130271638,80.34296189222725,1.7901326383288447,2609.4592651014073,1.4983612645792999,0.20022661064771358,0.5478905832942265,0.4521891359114365,0.5007876646570785,0.5583874769649465,32.81758517889051
94,coastal_high,region_5,217.12358705755133,11560,47.86845487151179,36.01566632514326,1.9454898976520831,2235.410599417479,2.439738036879425,0.1463597797037058,0.41148854298801385,0.412724873210941,0.28454592011853025,0.3768922798350668,18.979945617969314
95,inland_flood,region_4,19.919483712982366,24775,39.817367974629754,76.19077930291863,24.489188681236115,2079.357572032476,0.38000822114377864,0.14301632677168918,0.46627545004291615,0.3619934848433238,0.3594553491079829,0.3430503177267043,13.045733221907366
96,coastal_mod,region_1,258.76434012249763,5274,39.160302725014176,37.61537799076068,0.8294177793538138,1963.3975633966697,1.2521430008888341,0.23978598052804584,0.5768560560725589,0.5594295783347022,0.6227855050061241,0.5389598621700472,37.15348871075702
97,coastal_high,region_2,250.65905943332749,24350,50.11865324644491,5.269153456125583,0.8308028248074018,3396.7667416008026,2.5309230000367253,0.13556044746454834,0.5885531689947954,0.36405149102404083,0.43797510615623736,0.3737666919393851,24.115901827016177
98,coastal_high,region_1,26.678622915084794,71929,39.6153702213325,104.96568554552373,2.3323297001352845,2649.8480346569404,2.3527688614948667,0.1891920639131879,0.42841872933337427,0.342069920236701,0.4178261349872705,0.4422383220600713,24.457923433399223
99,urban,region_2,7.126951937155956,321846,16.043832997135368,10.43069380869232,4.84934308563018,1887.572534897629,1.8545389796654388,0.13110657722678287,0.8574649506962203,0.6159064174808719,0.7562256568249671,0.764742850350034,49.71191407414656
100,mountain,region_2,16.886643894597352,16836,25.124682048876444,3092.1187740113505,86.4980138740622,2249.4543390811546,1.4113141439901051,0.659058337788964,0.3760532852068332,0.3753112822457437,0.403167396016065,0.42117770990591086,25.617642281388992
101,inland_flood,region_1,256.0890519440202,17119,46.40860125045393,109.89572577108271,59.39732276055089,2026.8911224705062,1.089877640335191,0.09048657544134603,0.5380405526548774,0.497880812741023,0.3733931332709277,0.47314764221515365,24.92398658290856
102,coastal_high,region_1,70.41104671556873,104065,50.561697551187294,16.35823460664724,2.3656197659189218,2671.07064310488,2.1244064143345582,0.17057194654778685,0.3787205891264694,0.37617658041267377,0.47445483945048617,0.3788057951486729,13.191856429499495
103,urban,region_3,164.4819953574566,467343,37.95331855085106,19.061661702653844,4.60663531836979,2231.6287450563964,1.012468386079903,0.18537808400025346,0.515131756315381,0.4072476917277541,0.41037548688468894,0.3266617455473818,18.446901194611204
104,inland_flood,region_4,127.87326095401703,25768,43.20473881508688,13.364741590582863,63.85816466985332,1999.5786176953054,0.8572574303394258,0.17068608372197802,0.413068050634872,0.3211837117828237,0.12992094121920642,0.17693965807255635,7.059705712192726
105,inland_flood,region_2,238.65765786858063,37874,23.732720581402695,68.71745845541817,37.16404426107995,1586.8512750173852,0.8775259274531901,0.20845648187059387,0.5543672207904139,0.5170834067840748,0.421006542990764,0.6234352264238235,31.05962368699597
106,coastal_mod,region_5,146.6694904412012,40148,52.00310240632108,7.953636697061557,5.155729666932846,2080.906315184419,1.2220252422854854,0.1696971558986011,0.4968619477337611,0.384933135228696,0.43860502698894877,0.4619424536821444,15.488740211402755
107,coastal_high,region_2,150.1982521983809,24452,32.736113989530175,56.13672140103691,1.3526404223840744,2842.6633499363434,1.9244986756776863,0.11218508145078859,0.3412234097287694,0.42876139315703904,0.17820605358973163,0.14652185101276366,14.714411322794454
108,coastal_high,region_5,296.7275818499707,10834,31.150808998588005,30.787977103164017,2.7798834580518075,2332.0468774483998,2.320472976256614,0.18023438722586616,0.3519078016778712,0.3954660863031097,0.4768214844735337,0.44226278421743886,21.116466823694683
109,mountain,region_2,45.03886702477713,14448,48.8552404596436,977.6627877395273,147.85120634653526,2736.3906398491886,1.4089919034426703,0.7249699168014795,0.5300394288370206,0.4368130406367656,0.4764681516117193,0.5660426286395376,35.09362645303552
110,coastal_mod,region_3,249.21118162377942,34093,25.031414484721264,44.974204456638006,6.192984861522337,2211.1013465352335,1.6799770304690775,0.12198064656148236,0.478884438163711,0.43385135095561195,0.4526370118838251,0.3395530953129814,19.976445910289947
111,coastal_high,region_4,15.524923681165436,96899,43.75925528469015,31.736829034967577,2.7463930069302953,2512.903937293404,2.1032739825189033,0.17416124681277156,0.4473372531192177,0.45512838244521964,0.4030155500145023,0.40722461002218246,21.077965543666487
112,coastal_high,region_1,143.29463087189123,15635,33.19888251736924,18.943983868288566,0.4095127260725733,3077.657557015837,2.504208654280213,0.1542880225354403,0.5508581349809798,0.5668974550514783,0.5832501734927711,0.5676875771684591,40.8886829131213
113,coastal_mod,region_5,265.9004471799071,10666,47.469590048301626,35.208316915455,5.235711660383316,1591.6539944655015,1.5039952600516646,0.12034380522638895,0.4440431007636333,0.3461309751197395,0.3572793841728668,0.4369134956327565,17.137548849120133
114,coastal_high,region_2,199.56418968123637,54935,45.21862388118658,82.94427033541608,0.5951038247172247,2329.8716406941403,2.1877886947189475,0.1425056712888928,0.3431154672801772,0.3759010309849937,0.29947767422405736,0.3888838665480823,11.140992141880755
115,mountain,region_3,205.56438580983988,9283,25.198321837941055,2092.058324530462,63.2362205966938,3016.214354839388,0.8690631823057787,0.8059635649403647,0.4776428657204194,0.48636986093689,0.3545811763892096,0.3928637666257221,27.737478832871567
116,inland_flood,region_4,78.99518467694566,3989,46.0682319641974,106.5180783650624,51.36939447293769,2549.0147489460605,0.9400179586035209,0.2208409528420216,0.5032568972402067,0.3659116707842135,0.3932784309323867,0.2821535238246228,18.667699199939687
